|contract_id|validity|theme|title|text|clean_text|carimbo|semvalorlegal|carimbo|semvalorlegal
10|2016_082054|carimbo|Work Time|Overtime Pay|"HORAS EXTRAORDINÁRIAS  A hora extraordinária será remunerada na forma abaixo:  A) 50% (cinqüenta por cento) de acréscimo em relação à hora normal, quando trabalhada em qualquer dia de segunda-feira a sábado;  B) 100% (cem por cento) de acréscimo em relação à hora normal aos domingos, feriados e dias pontes já compensados, além do pagamento do DSR quando devido.  Excetuam-se da remuneração estipulada neste item as horas extraordinárias trabalhadas nos sábados já compensados sob regime de compensação semanal habitual, que serão remuneradas na forma da letra ""A"".  C) Na prorrogação da jornada diária será também considerada como hora extraordinária o intervalo destinado a lanche ou refeição, que durante a mesma ocorrer;  D) A empresa não poderá determinar a compensação de dias de trabalho normal por horas extraordinárias.  Excetuam-se deste item, as situações previstas em Lei e os acordos específicos e mais vantajosos celebrados entre as partes;  E) Na hipótese de a empresa possuir restaurante e habitualmente fornecer refeições aos empregados, quando programarem jornadas extraordinárias inteiras aos sábados, domingos, feriados e/ou folgas fornecerão lanche ou refeição aos empregados envolvidos, dentro do mesmo critério normalmente usado, ou reembolsarão a diferença ocorrida entre o preço pago na empresa e a aquisição fora, quando assim for determinado. "|horas extraordinárias hora extraordinário ser remunerar abaixo cinqüentar acréscimo hora normal trabalhar dia sábado b cem acréscimo hora normal domingo feriar dia ponte compensar pagamento dsr devido remuneração estipular item hora extraordinário trabalhar sábado compensar regime compensação semanal habitual ser remunerar letra c prorrogação jornada diário ser considerar hora extraordinário intervalo destinar lanche refeição durante mesmo ocorrer d empresa determinar compensação dia trabalho normal hora extraordinário item situação prever lei acordo específico vantajoso celebrado parte hipótese empresa possuir restaurante habitualmente fornecer refeição empregado programar jornada extraordinário inteiro sábado domingo feriar folga fornecer lanchar refeição empregado envolver critério normalmente usar reembolsar diferença ocorrer preço pagar empresa aquisição determinar|1|0|1|0
11|2016_082054|carimbo|Work Time|Nightshift Pay|-ADICIONAL NOTURNO  A remuneração do trabalho noturno prestado entre 22h00 e 5h00 será acrescida do adicional de 35% (trinta e cinco por cento) sobre o valor da hora normal.  Parágrafo Primeiro: Para os empregados admitidos até 31.10.98, a remuneração do trabalho noturno será de 35% (trinta e cinco por cento), acrescido de 15% (quinze por cento) sob a rubrica “Prêmio”, incidente sobre a hora noturna trabalhada. Parágrafo Segundo: Não farão jus ao prêmio estabelecido no parágrafo anterior, os empregados que, transferidos ao período diurno, não retornarem ao trabalho em horário noturno por no mínimo 4 (quatro) meses.  Parágrafo Terceiro: Com a concordância do trabalhador, a empresa estará definitivamente isenta do pagamento do prêmio de 15% (quinze por cento) previsto no parágrafo primeiro acima,  desde que, considerando o que representar maior valor:  a) indenize com um salário nominal os empregados que diária e permanentemente estejam trabalhando a totalidade das horas noturnas ou  b) indenize com um valor proporcional (base de cálculo igual a um salário nominal) a média dos últimos 6 (seis) meses das horas habitualmente trabalhadas no horário noturno.   |noturno remuneração trabalho noturno prestar ser acrescer adicional trintar hora normal parágrafo empregado admitir remuneração trabalho noturno ser trintar acrescer rubrico prêmio incidente hora noturno trabalhar parágrafo far jus prêmio estabelecer parágrafo anterior empregado transferir período diurno retornar trabalho horário noturno pequeno parágrafo concordância trabalhador empresa definitivamente isentar pagamento prêmio prever parágrafo acima considerar representar indenizar salário nominal empregado diário permanentemente estar trabalhar totalidade hora noturno b indenizar proporcional base cálculo igual salário nominal média último hora habitualmente trabalhar horário noturno|1|0|1|0
12|2016_082054|carimbo|Equality / Fairness|Profit Sharing| Recomenda-se à empresa na hipótese de implantar PLR (Programa de Lucros e Resultados), que observe o disposto na Lei nº 10.101/2000, principalmente no que se refere a planos de metas e objetivos.  |empresa hipótese implantar plr programa lucros resultados observer disposto lei nº principalmente referir plano meta objetivo|1|0|1|0
13|2016_082054|carimbo|Food / Education / Housing|Subsistence Allowance|DIÁRIAS  Caso ocorra prestação de serviços externos que resulte ao empregado despesas superiores às habituais no que se refere a transporte, estadia e alimentação e, desde que tais despesas não estejam anteriormente contratadas, a empresa reembolsará a diferença que for comprovada.  |diárias caso ocorrer prestação serviço externo resultar empregado despesa alto habitual referir transporte estadia alimentação despesa estar anteriormente contratar empresa reembolsar diferença comprovar|1|0|1|0
14|2016_082054|carimbo|Family|Death / Funeral Assistance|- AUXÍLIO FUNERAL  No caso de falecimento de empregado, a empresa pagará a título de Auxílio Funeral, juntamente com o saldo de salários e outras verbas trabalhistas remanescentes, 1 (um) salário nominal em caso de morte natural ou acidental e 2 (dois) salários nominais em caso de morte por acidente de trabalho.  A empresa desobriga-se ao cumprimento desta cláusula desde que mantenha seguro de vida a seus empregados, cuja indenização securitária por morte seja igual ou superior aos valores acima estipulados.  |auxílio funeral caso falecimento empregar empresa pagar título auxílio funeral juntamente saldo salário verba trabalhisto remanescente salário nominal caso morte natural acidental salário nominal caso morte acidente trabalho empresa cumprimento cláusula manter seguro vida empregado indenização securitário morte ser igual alto valor acima estipulado|1|0|1|0
15|2016_082054|carimbo|Family|Childcare Assistance|AUXÍLIO CRECHE  A) Contando a empresa com pelo menos 30 (trinta) empregadas, com mais de 16 (dezesseis) anos de idade e não possuindo creche própria, poderá optar entre celebrar o convênio previsto no parágrafo 2º do artigo 389 da CLT, ou reembolsar diretamente a empregada às despesas comprovadamente havidas com a guarda, vigilância e assistência de filho legítimo ou legalmente adotado, em creche credenciada, de sua livre escolha, até o limite de 30% (trinta por cento) do Salário Normativo da categoria, vigente na época do evento, por filho(a) com idade de 0 (zero) até 24 (vinte e quatro) meses. Na falta do comprovante acima mencionado será pago diretamente à empregada o valor fixo de 20% (vinte por cento) do Salário Normativo da categoria, vigente na época do evento, por filho (a) com idade entre 0 (zero) e 24 (vinte e quatro) meses;  B) O auxílio-creche objeto desta cláusula não integrará, para nenhum efeito, o salário da empregada;  C) Se a empresa adotar condições mais favoráveis, ou acordos específicos sobre o objeto desta cláusula, desobriga-se ao seu cumprimento.  |auxílio creche contar empresa trinto empregar dezessel ano idade possuir creche próprio optar celebrar convênio prever parágrafo artigo clt reembolsar diretamente empregar despesa comprovadamente havir guarda vigilância assistência filho legítimo legalmente adotar creche credenciado livre escolha limite trintar salário normativo categoria vigente época evento idade comprovante acima mencionar ser pagar diretamente empregada fixo salário normativo categoria vigente época evento filho idade b objeto cláusula integrar nenhum efeito salário empregada c empresa adotar condição favorável acordo específico objeto cláusula cumprimento|1|0|1|0
16|2016_082054|carimbo|Other|Other Assistances|"COMPLEMENTAÇÃO DO AUXÍLIO PREVIDENCIÁRIO  A) Ao empregado em gozo de benefício do auxílio previdenciário ou acidentário fica garantida, entre o 16º (décimo sexto) e o 120º (centésimo vigésimo) dia de afastamento, uma complementação de salário em valor equivalente a diferença entre o efetivamente percebido da Previdência Social e o salário nominal, respeitado sempre, para efeito da complementação o limite máximo de 7 (sete) vezes o menor Salário Normativo, vigente na época do evento;  B) Quando o empregado não tiver direito ao auxílio previdenciário ou acidentário, por não ter ainda completado o período de carência exigido pela Previdência Social, a empresa pagará seu salário nominal entre o 16º (décimo sexto) e o 120º (centésimo vigésimo) dia de afastamento, respeitado também o limite máximo de 7 (sete) vezes o menor Salário Normativo, vigente na época do evento;  C) Não sendo conhecido o valor básico do benefício previdenciário ou acidentário, no caso da letra ""A"", a complementação deverá ser paga em valores estimados. Se ocorrerem diferenças, a maior ou a menor, deverão ser compensadas no pagamento imediatamente posterior;  D) O pagamento previsto nesta cláusula deverá ocorrer junto com o pagamento mensal dos demais empregados.   26 - ABONO POR APOSENTADORIA  Aos empregados com 5 (cinco) anos ou mais de serviços contínuos dedicados à empresa, quando dela vier a desligar-se definitivamente por motivo de aposentadoria, será pago um abono equivalente ao seu último salário nominal, acrescido de 5% (cinco por cento) desse mesmo salário para cada ano de serviço que ultrapassar 5 (cinco);  Se o empregado permanecer trabalhando na empresa após aposentadoria, será garantido este abono, apenas por ocasião do desligamento definitivo.  Para os empregados com menos de 5 (cinco) anos de serviço na empresa, será pago um abono correspondente a 5% (cinco por cento) para cada ano de serviço, até o limite de 20% (vinte por cento) do seu salário nominal.  Caso a empresa mantenha, às suas expensas, plano de complementação de aposentadoria ou pecúlio aos seus empregados, salvo contribuições voluntárias do empregado, cujo benefício seja igual ou superior aos valores mencionados, desobriga-se ao cumprimento desta cláusula;  O disposto nesta cláusula não se acumulará com os dispositivos que vierem a regulamentar o inciso XX - art. 7º - da Constituição Federal. Serão aplicados exclusivamente os dispositivos mais favoráveis ao empregado.  "|complementação auxílio previdenciário empregado gozo benefício auxílio previdenciário acidentário ficar garantido décimo centésimo vigésimo dia afastamento complementação salário equivalente diferença efetivamente perceber previdência social salário nominal respeitar efeito complementação limite salário normativo vigente época evento b empregado ter direito auxílio previdenciário acidentário completar período carência exigir previdência social empresa pagar salário nominal décimo centésimo vigésimo dia afastamento respeitar limite salário normativo vigente época evento c ser básico benefício previdenciário acidentário caso letra complementação pagar valor estimar ocorrer diferença dever compensadas pagamento imediatamente posterior d pagamento prever cláusula ocorrer junto pagamento mensal empregado abono aposentadoria empregado ano serviço contínuo dedicar empresa de ela vier definitivamente motivo aposentadoria ser pagar abono equivalente salário nominal acrescer salário ano serviço ultrapassar empregado permanecer trabalhar empresa aposentadoria ser garantir abono ocasião desligamento definitivo empregado ano serviço empresa ser pagar abono correspondente ano serviço limite salário nominal caso empresa mantenho expensa plano complementação aposentadoria pecúliar empregado salvo contribuição voluntário empregado benefício ser igual alto valor mencionado cumprimento cláusula disposto cláusula acumular dispositivo vier regulamentar inciso xx constituição federal serão aplicar exclusivamente dispositivo favorável empregado|1|0|1|0
17|2016_082054|carimbo|Other|Other Assistances|TRANSPORTE E ALIMENTAÇÃO - REAJUSTES  Na hipótese de a empresa oferecer aos seus empregados serviço de alimentação e de transporte coletivo, preservadas as condições mais vantajosas já existentes, somente poderá reajustar os preços cobrados na época dos reajustes ou aumentos gerais de salário, espontâneos ou não, em percentual não superior ao limite máximo do aumento.  Quando os aumentos salariais gerais ou espontâneos forem compensáveis, os reajustes dos preços de refeições e transportes também o serão na mesma proporção.  Os serviços de transporte fornecidos pela empresa, deverão obedecer condições de segurança, higiene e conforto, assim como deverão obedecer a legislação vigente a respeito.  Pretendendo a empresa introduzir melhorias nos seus serviços de alimentação e de transporte, poderá reajustar os preços até então praticados, independente de vinculação e aumentos gerais de salários desde que mediante entendimento específico com o sindicato signatário deste instrumento.  |transporte alimentação reajustes hipótese empresa oferecer empregado serviço alimentação transporte coletivo preservar condição vantajoso existente reajustar preço cobrar época reajuste aumento geral salário espontâneo percentual alto limite aumento aumento salarial geral espontâneo ser compensável reajuste preço refeição transporte ser mesmo proporção serviço transporte fornecer empresa dever obedecer condição segurança higiene conforto dever obedecer legislação vigente respeito pretendendo empresa introduzir melhoria serviço alimentação transporte reajustar preço praticar independente vinculação aumento geral salário mediante entendimento específico sindicato signatário instrumento|1|0|1|0
18|2016_082054|carimbo|Staffing / Hiring / Outsourcing|Admission / Hiring Rules|SALÁRIO ADMISSÃO  a) Será garantido ao empregado (a) admitido (a) para a mesma função de outro, cujo contrato de trabalho tenha sido rescindido sob qualquer condição, o mesmo salário do substituído sem considerar as vantagens pessoais, excetuando-se desta cláusula as funções individualizadas, ou seja, aquelas que possuam um único empregado no seu exercício;  b) Se a empresa optar pela estrutura organizada de cargos e salários, nos casos previstos na letra  “a”  acima, será garantido o menor salário de cada função;  c) Ficam excluídos, também, do cumprimento desta cláusula os casos de remanejamento interno para os quais se aplicará a cláusula Promoções.  |salário admissão ser garantir empregado admitido mesmo função outro contrato trabalho ter ser rescinder condição salário substituir considerar vantagem pessoal cláusula função individualizar ser possuar único empregar exercício b empresa optar estrutura organizar cargo salário caso prever letra acima ser garantir salário função c ficam excluído cumprimento cláusula caso remanejamento interno aplicar cláusula promoções|1|0|1|0
19|2016_082054|carimbo|Staffing / Hiring / Outsourcing|Admission / Hiring Rules|CONTRATO DE EXPERIÊNCIA  O contrato de experiência, previsto no art. 445 da CLT, parágrafo único, será estipulado pela empresa observando-se um período, de 60 (sessenta) dias podendo ser prorrogado por mais 30 (trinta) dias.  Não será celebrado o contrato de experiência nos casos de readmissão de empregados para a mesma função anteriormente exercida na empresa, bem como para os casos de admissão de empregados que estejam prestando serviços na mesma função como mão-de-obra temporária.   |contrato experiência contrato experiência prever clt parágrafo único ser estipular empresa período sessenta dia poder prorrogar trinto dia ser celebrar contrato experiência caso readmissão empregado mesmo função anteriormente exercer empresa caso admissão empregado estar prestar serviço mesmo função temporário|1|0|1|0
20|2016_082054|carimbo|Staffing / Hiring / Outsourcing|Admission / Hiring Rules|TESTE ADMISSIONAL  A) A realização de testes práticos operacionais não poderá ultrapassar a 2 (dois) dias;  B) A empresa fornecerá gratuitamente alimentação aos candidatos em testes, desde que estes coincidam com o horário de refeição.  |teste admissional realização teste prático operacional ultrapassar dia b empresa fornecer gratuitamente alimentação candidato teste coincidar horário refeição|1|0|1|0
21|2016_082054|carimbo|Dismissals / Transfers|Separation / Dismissal|GARANTIAS SALARIAIS NA RESCISÃO DO CONTRATO DE TRABALHO  A) A liquidação dos direitos trabalhistas, resultantes da rescisão do contrato de trabalho, deverá ser efetivada no prazo máximo de 10 (dez) dias, contados a partir do último dia trabalhado. A empresa comunicará ao empregado, por escrito, no decurso dos primeiros 10 (dez) dias do aviso prévio, a data da homologação da rescisão do contrato de trabalho;  B) O saldo de salário do período trabalhado antes do aviso prévio, e do período do aviso prévio trabalhado, quando for o caso, deverá ser pago por ocasião do pagamento geral dos demais empregados, se a homologação da rescisão não ocorrer antes desse fato;  C) Eventuais diferenças, ou pagamentos suplementares, devidos por rescisão de contrato de trabalho, deverão ser pagos até 10 (dez) dias úteis após o fato, ou legislação superveniente que os determinou;  D) A multa por descumprimento desta cláusula, fica limitada ao salário nominal do empregado, vigente na época da rescisão. |garantias salariais rescisão contrato trabalho liquidação direito trabalhista resultante rescisão contrato trabalho efetivar prazo dia contar dia trabalhar empresa comunicar empregado escrito decurso primeiro dia aviso prévio data homologação rescisão contrato trabalho b saldo salário período trabalhar aviso prévio período aviso prévio trabalhar caso pagar ocasião pagamento empregado homologação rescisão ocorrer fato c eventual diferença pagamento suplementar devir rescisão contrato trabalho dever pagar dia útil fato legislação superveniente determinar d multa descumprimento cláusula ficar limitar salário nominal empregado vigente época rescisão|1|0|1|0
22|2016_082054|carimbo|Dismissals / Transfers|Separation / Dismissal|- HOMOLOGAÇÕES  A) Quando exigidas por Lei, as homologações das rescisões dos contratos de trabalho dos empregados sindicalizados deverão ser realizadas no respectivo sindicato, gratuitamente para ambas as partes;  B) Havendo a recusa por parte do respectivo sindicato a homologação poderá ser feita na SRTE, mesmo nas demissões ocorridas por falta grave;  C) Esta garantia só será aplicada quando existir na localidade do estabelecimento, sede ou sedes regionais do sindicato. |homologações exigir lei homologação rescisão contrato trabalho empregado sindicalizar dever realizar respectivo sindicato gratuitamente parte b havendo recusa respectivo sindicato homologação fazer srte demissão ocorrir grave c garantia ser aplicar existir localidade estabelecimento sede sede regional sindicato|1|0|1|0
