contract_id|title|text|clean_text
2012_002993|Rehabilitation of Workers with Accidental or Occupational Injuries|Será garantida ao empregado acidentado no trabalho, remuneração antes percebida desde que, após o acidente, apresente cumulativamente, redução da capacidade laborial que anteriormente exercia atestada pelo Órgão Oficial, obrigado, porém o empregado nesta situação, a participar de processo de readaptação e reabilitação profissional, que quando adquiridos, cessa a garantia assegurada na Lei Nº. 8.213/91, Art.118. |garant empreg acident trabalh remuner antes perceb desd após acident apresent cumul reduçã capac laborial anterior exerc atest órgã oficial obrig porém empreg nest situaçã particip process readapt reabilit profissional adquir cess garant assegur lei nº
2012_002993|Other Rules for the Prevention of Accidents and Occupational Injuries|As empresas não adotarão quaisquer práticas gerenciais e de organização de trabalho que possam caracterizar assédio moral aos seus empregados, entendidas como tais todas as formas de constrangimento, intimidação, humilhação e discriminação perpetrados em face dos seus empregados, desde que decorrentes da relação de trabalho, e de que possam resultar sofrimento pscilógico para os mesmos com reflexos na saúde física, mental e moral. As empresas ratificam seus compromissos em cumprimento da legislação relativa a quaisquer discriminações relativas a sexo, idade, cor, religião, estado civil, etnia, número de filhos, tanto para admissão como para preenchimento de cargos. |empres adot quaisqu prátic gerenc organiz trabalh poss caracteriz assédi moral empreg entend tais tod form constrang intimid humilh discrimin perpetr fac empreg desd decorrent relaçã trabalh poss result sofriment pscilóg mesm reflex saúd físic mental moral empres ratific compromiss cumpriment legisl relat quaisqu discrimin relat sex idad cor religiã estad civil etni númer filh tant admissã preenchiment carg
2012_002993|Other Rules for the Prevention of Accidents and Occupational Injuries|A falta de comunicação de acidente de trabalho pelo empregador e a falta de anotação na CTPS, importará a sua responsabilidade pelo pagamento integral, e em dobro, dos salários durante o período de inatividade. |falt comunic acident trabalh empreg falt anot ctps import respons pagament integral dobr salári durant períod inat
2012_002943|Individual Safety Equipment|A empresa ficará obrigada a fornecer gratuitamente E.P.I, (Equipamento de proteção individual), e material necessário ao trabalhador quando exigido por lei ou pelo empregador serão fornecidos gratuitamente ao empregado e devolvido ao empregador quando do desligamento da empresa. PARÁGRAFO ÚNICO - Em caso de perda ou uso inadequado dos E.P.I. (Equipamento de proteção individual), o empregado deverá arcar com o custo dos mesmos. |empres fic obrig fornec gratuit epi equip proteçã individual material necessári trabalh exig lei empreg fornec gratuit empreg devolv empreg deslig empres parágraf únic cas perd uso inadequ epi equip proteçã individual empreg dev arcar cust mesm
2012_002943|Internal Committee on Accident Prevention - composition, election, assignments, guarantees |A empresa se compromete enviar a entidade sindical a relação dos menbros da CIPA eleitos no prazo de 15(Quinze) dias após a posse. |empres compromet envi entidad sindical relaçã menbr cip eleit praz quinz dias após poss
2016_082084|Injury / Disability Assistance|1. O empregado em gozo de auxílio-doença pelo INSS, do 16º (décimo sexto) ao 105º (centésimo quinto) dia do afastamento, receberá da empresa uma importância que, somada ao valor do Benefício Previdenciário, atinja o valor do seu salário contratual integral, vigente à época, e limitada a um único evento durante a vigência do presente Acordo.  2. Na hipótese de o Auxílio-Doença decorrer de acidente de trabalho, o complemento mencionado no item 1 será concedido do 16º (décimo sexto) ao 135º (centésimo trigésimo quinto) dia.  3. Do mesmo modo, se o afastamento tiver sido por período inferior a 6 (seis) meses durante o ano, a empresa complementará, como auxílio-doença, até o valor integral do 13º (décimo terceiro) salário a que fizer jus o empregado.  4. Se até a data do pagamento da folha salarial o empregado afastado por acidente de trabalho, doença profissional, ou doença comum ainda não tiver recebido a prestação previdenciária, a empresa adiantará a ele o valor correspondente ao seu salário base. O valor será devolvido à empresa quando do recebimento da prestação previdenciária, limitada a um único evento durante o prazo de vigência do presente Acordo Coletivo. Caso a comprovação a que se refere o item “6” desta cláusula seja feita pelo empregado até 48 horas antes do fechamento da folha da quinzena, lhe será assegurado o adiantamento quinzenal previsto na cláusula 8ª deste instrumento, deduzido do adiantamento acima referido, proporcional aos dias afastados, a ser igualmente devolvido à empresa na forma prevista acima.  5. Em se tratando de benefício por doença comum, o empregado, para fazer jus ao adiantamento/complemento, terá de se apresentar à empresa até o 15º dia do afastamento, quando será procedido o devido encaminhamento.  6. A fim de propiciar à empresa a efetivação do complemento e o adiantamento previstos nesta cláusula, o empregado deverá comprovar o requerimento do benefício, mediante a entrega do seu protocolo à empresa. |empreg goz auxíliodoenc inss décim sext centésim quint dia afast receb empres import som valor benefíci previdenciári atinj valor salári contratual integral vigent époc limit únic event durant vigênc present acord hipótes auxíliodoenc decorr acident trabalh complement mencion item conced décim sext centésim trigésim quint dia mod afast sid períod inferior seis mes durant ano empres complement auxíliodoenc valor integral décim terceir salári fiz jus empreg dat pagament folh salarial empreg afast acident trabalh doenc profissional doenc comum aind receb prestaçã previdenciár empres adiant valor correspondent salári bas valor devolv empres receb prestaçã previdenciár limit únic event durant praz vigênc present acord colet cas comprov refer item dest cláusul feit empreg hor antes fechament folh quinzen assegur adiant quinzenal previst cláusul dest instrument deduz adiant acim refer proporcional dias afast igual devolv empres form previst acim trat benefíci doenc comum empreg faz jus adiantamentocomplement apresent empres dia afast proced dev encaminh fim propic empres efetiv complement adiant previst nest cláusul empreg dev comprov requer benefíci mediant entreg protocol empres
2016_082084|Individual Safety Equipment|1. A empresa se obriga ao fornecimento gratuito de fardamento, quando por ela exigido, bem como de equipamentos de proteção individual (EPIs), quando exigidos por lei, inclusive óculos de segurança com grau para as funções em que haja risco para a visão, obedecidas às normas internas quanto a prazos e condições de fornecimento.  2. A empresa deve fornecer calçados e uniformes especiais, também gratuitos, quando a função exigir.  3. Deve haver treinamento do empregado antes do uso do EPI e campanhas educativas.  4. A empresa deve dar ciência ao empregado sobre os programas de prevenção existentes.  5. Antes de qualquer tarefa sujeita a riscos, o empregado deve receber instruções quanto a métodos de trabalho seguros, natureza e efeitos dos riscos profissionais, medidas de prevenção, uso correto da proteção, dentre outros, nos termos da NR 26 e seus itens 26.6.5 e 26.6.6.  6. Extinto ou rescindido o contrato de trabalho, deverá o empregado devolver os equipamentos e/ou uniforme de seu uso e que continuarão de propriedade da empresa empregadora.  7. A empresa fornecerá os EPIs mediante recibo, ficando o empregado obrigado ao seu uso, salvo as hipóteses de inadequação ou imprestabilidade comprovada dos equipamentos.  8. Somente serão fornecidos EPIs aprovados pelo MTE e fabricados por empresas cadastradas no DNSST/MTE.  9. Os EPIs inadequados ou imprestáveis deverão ser imediatamente substituídos. |empres obrig fornec gratuit fardament exig bem equip proteçã individual epis exig lei inclusiv ócul segur grau funçõ risc visã obedec norm intern quant praz condiçõ fornec empres dev fornec calc uniform espec gratuit funçã exig dev treinament empreg antes uso epi campanh educ empres dev dar ciênc empreg sobr program prevençã existent antes qualqu taref sujeit risc empreg dev receb instruçõ quant métod trabalh segur natur efeit risc profission med prevençã uso corret proteçã dentr outr term nr itens extint rescind contrat trabalh dev empreg devolv equip eou uniform uso continu propriedad empres empreg empres fornec epis mediant recib fic empreg obrig uso salv hipótes inadequ imprest comprov equip soment fornec epis aprov mte fabric empres cadastr dnsstmte epis inadequ imprest dev imediat substituíd
2016_082084|Machine and Equipment Maintenance|1. A empresa se obriga a manter sinalização visível com relação às situações de risco e prevenção no que diz respeito a máquinas que operam com movimentos repetitivos constantes ou quando estiverem em manutenção e conserto, nos termos previstos na NR – 26, aprovada pela Portaria nº 3.214/78 do Ministério do Trabalho e Emprego. |empres obrig mant sinaliz visível relaçã situaçõ risc prevençã diz respeit máquin oper moviment repetit constant manutençã consert term previst nr aprov port nº ministéri trabalh empreg
2016_082084|Internal Committee on Accident Prevention - composition, election, assignments, guarantees |1. As fiscalizações do Ministério do Trabalho e Emprego e da CPRH, quando pertinentes à saúde e segurança do trabalhador, serão acompanhadas pelo presidente e pelo vice-presidente da Cipa, ou, em substituição a este último, por um outro membro representante dos empregados na Cipa. |fiscaliz ministéri trabalh empreg cprh pertinent saúd segur trabalh acompanh president vicepresident cip substituiçã últim outr membr represent empreg cip
2016_082084|Internal Committee on Accident Prevention - composition, election, assignments, guarantees |1. A empresa convocará as eleições de sua Cipa por edital afixado em local de fácil acesso, preferencialmente em Quadro de Aviso, num prazo mínimo de 60 (sessenta) dias do término do mandato vincendo.  2. A empresa remeterá cópia do edital de convocação para o sindicato profissional até 5 (cinco) dias após a afixação do mesmo;  3. O edital deverá conter data e hora da eleição; prazo e local para inscrição de candidatos; data, hora e local da apuração.  4. Os candidatos deverão receber, no ato de suas inscrições, comprovantes com a data e a hora em que se habilitaram ao processo eletivo.  5. Os candidatos serão inscritos pelo nome e, quando solicitarem, pelo apelido, o qual constará da cédula eleitoral.  6. O prazo para inscrição de candidatos não poderá ser inferior a 15 (quinze) dias.  7. O processo eleitoral da Cipa será coordenado pelo Serviço de Medicina e Segurança do Trabalho da Empresa e acompanhado pelo vice-presidente, representante dos empregados na Cipa existente, facultando-se, ainda, o acompanhamento previsto no item 9 abaixo.  8. A eleição transcorrerá durante a jornada de trabalho, inclusive durante os intervalos, e sua apuração será procedida de imediato, logo após o encerramento da coleta de votos, facultando-se o seu acompanhamento por todos os candidatos inscritos, observando-se, ainda, o previsto no item 9 abaixo.  9. Caso haja na empresa dirigentes sindicais empregados, um deles deverá fazer o acompanhamento das eleições e da apuração. Se não houver, a empresa se obriga a oficiar o sindicato, sob pena de nulidade da eleição, a fim de que a entidade possa acompanhar a eleição e apuração. O presidente do sindicato profissional, mesmo que haja na empresa dirigente sindical empregado, poderá ter acesso ao evento, devendo o mesmo comunicar previamente sua presença.  10. As urnas receptoras deverão ficar em locais fixos, de fácil acesso e previamente determinados no edital. Caso exista mais de uma urna em locais diversos, será assegurado que haja a fiscalização de cada uma delas por dirigente do sindicato profissional, observando-se as disposições constantes no item anterior.  11. Caso o empregador, por qualquer motivo, não providencie a nova eleição da Cipa, os Cipeiros, titulares e suplentes, continuarão no mandato até a posse dos eleitos. Nessa situação, o período de carência será iniciado após a posse dos novos membros da Cipa. |empres convoc eleiçõ cip edital afix local fácil acess preferencial quadr avis praz mínim sessent dias términ mandat vinc empres remet cóp edital convoc sindicat profissional cinc dias após afix edital dev cont dat hor eleiçã praz local inscriçã candidat dat hor local apur candidat dev receb ato inscriçõ comprov dat hor habilit process elet candidat inscrit nom solicit apel const cédul eleitoral praz inscriçã candidat pod inferior quinz dias process eleitoral cip coorden servic medicin segur trabalh empres acompanh vicepresident represent empreg cip existent facultandos aind acompanh previst item abaix eleiçã transcorr durant jorn trabalh inclusiv durant interval apur proced imediat log após encerr colet vot facultandos acompanh tod candidat inscrit observandos aind previst item abaix cas empres dirigent sindic empreg dev faz acompanh eleiçõ apur empres obrig ofic sindicat sob pen nulidad eleiçã fim entidad poss acompanh eleiçã apur president sindicat profissional empres dirigent sindical empreg pod ter acess event dev comunic previ presenc urnas receptor dev fic loc fix fácil acess previ determin edital cas exist urna loc divers assegur fiscaliz cad dirigent sindicat profissional observandos disposiçõ constant item anterior cas empreg qualqu motiv providenc nov eleiçã cip cipeir titul suplent continu mandat poss eleit ness situaçã períod carênc inic após poss nov membr cip
2016_082084|Internal Committee on Accident Prevention - composition, election, assignments, guarantees |1. As reuniões ordinárias da Cipa serão precedidas por reuniões das duas partes constitutivas, realizadas, no mínimo, uma hora antes da previsão de instalação da Comissão.  2. A pauta de tais reuniões preparatórias respeitará a ordem do dia da convocação da Comissão.  3. As horas em que a Cipa estiver reunida, se fora da jornada ordinária de trabalho, serão remuneradas como extra. |reuniõ ordinár cip preced reuniõ duas part constitut realiz mínim hor antes previsã instal comissã paut tais reuniõ preparatór respeit ordem dia convoc comissã hor cip reun jorn ordinár trabalh remuner extra
2016_082084|Other Rules for the Prevention of Accidents and Occupational Injuries|1. O empregado, à vista de situação de potencial risco à sua vida ou à sua saúde nos postos de trabalho, deverá comunicar o fato à sua chefia imediata, diretamente ou por meio de um representante na Cipa, mediante formulário próprio, o qual deverá ser disponibilizado para tal fim pela empresa.  2. O empregador, por sua vez, após a comunicação acima referida, se compromete a proceder à imediata verificação da situação de risco, acionando, para tanto, o seu SESMT ou a Cipa, propiciando, ainda, condições e prazos para a solução do problema, se vier a ser constatado.  3. Fica pactuado o prazo de 30 (trinta) dias, a contar da data da assinatura do presente acordo coletivo, para as empresas providenciarem os formulários previstos no item 1 desta cláusula. |empreg vist situaçã potencial risc vid saúd post trabalh dev comunic fat chef imediat diret mei represent cip mediant formulári própri dev disponibiliz tal fim empres empreg vez após comunic acim refer compromet proced imediat verific situaçã risc acion tant sesmt cip propic aind condiçõ praz soluçã problem vier constat fic pactu praz trint dias cont dat assinatur present acord colet empres providenc formulári previst item dest cláusul
2016_082084|Other Rules for the Prevention of Accidents and Occupational Injuries|1. A empresa permitirá aos seus empregados o livre acesso às informações do PPRA – Programa de Prevenção de Riscos Ambientais – a fim de permitir aos mesmos o conhecimento dos riscos inerentes aos seus locais de trabalho. |empres permit empreg livr acess inform ppra program prevençã risc ambient fim permit mesm conhec risc inerent loc trabalh
